"pfil_gene","gene_name","contig","Entrez_id","pN_mc","pS_mc","pN_pipra","pS_pipra","pN_all","pS_all","dN_orig","dS_orig","pN","pS","dN","dS","pN.pS","dN.dS","alpha","NeutralityIndex","fisher.test.P","fisher.test.Padj","best_anno","dummy_name","GO"
"NOTCH2","NOTCH2","NW_021940565.1",103762917,6,28,0,6,0,0,5,27,6,34,5,27,0.176470588235294,0.185185185185185,0.0470588235294118,0.952941176470588,1,1,"NOTCH2","NOTCH2","GO:0007219;GO:0060413;GO:0046849;GO:0001701;GO:0007411;GO:2001204;GO:0000122;GO:0046579;GO:0002437;GO:0001709;GO:0002011;GO:0042060;GO:0030513;GO:0001947;GO:0070374;GO:0002315;GO:0072015;GO:0072014;GO:0070986;GO:0043066;GO:0006915;GO:2000249;GO:0061073;GO:0072104;GO:0061314;GO:0045967;GO:0035264;GO:0030097;GO:0006367;GO:0009887;GO:0060674;GO:1990705;GO:0043065;GO:0010629;GO:0003184;GO:0035622;GO:0072574;GO:0006959;GO:0007399;GO:0043011;GO:0030326;GO:0045672;GO:0007050;GO:0019827;GO:0042742;GO:0010838;GO:0007275"
"NOTUM","NOTUM","NW_021939798.1",103755834,0,3,0,0,0,0,0,7,0,3,0,7,0,0,NA,NA,NA,NA,"NOTUM","NOTUM","GO:0043687;GO:0090090;GO:1990697;GO:0044267;GO:0016055;GO:0030178"
"NOVA1","NOVA1","NW_021940750.1",103758716,3,1,0,0,0,0,0,0,3,1,0,0,3,NA,NA,NA,NA,NA,"NOVA1","NOVA1","GO:0007268;GO:0008380;GO:0007626;GO:0010468;GO:0051252;GO:0120163;GO:0000398;GO:0006396;GO:0000381"
"NOX1","NOX1","NW_021939395.1",103763949,4,8,1,1,0,0,2,6,5,9,2,6,0.555555555555556,0.333333333333333,-0.666666666666667,1.66666666666667,1,1,"NOX1","NOX1","GO:0001525;GO:1990451;GO:0030198;GO:0003081;GO:0042554;GO:0034765;GO:0006954;GO:0034220;GO:0046330;GO:0072592;GO:0051454;GO:0045726;GO:0071455;GO:0042743;GO:0016477;GO:0010575;GO:0007165;GO:0048661;GO:0006952;GO:0006739;GO:1902177;GO:0008217;GO:0045730;GO:0008284"
"NOX3","NOX3","NW_021940604.1",103765377,5,4,0,0,0,0,4,4,5,4,4,4,1.25,1,-0.25,1.25,1,1,"NOX3","NOX3","GO:0009590;GO:0048840;GO:0001659;GO:0042554;GO:0006952"
"NOX4","NOX4","NW_021940208.1",103766360,0,5,0,1,0,0,1,6,0,6,1,6,0,0.166666666666667,1,0,1,1,"NOX4","NOX4","GO:0000902;GO:2000379;GO:0072593;GO:0008285;GO:0061098;GO:0043065;GO:0042554;GO:0006801;GO:0003015;GO:0071560;GO:1903409;GO:0006954;GO:0022900;GO:0071320;GO:0001666;GO:0050667;GO:0010467;GO:0007569;GO:0034599;GO:0071480;GO:0051496;GO:0006952;GO:0014911"
"NOX5","NOX5","NW_021939189.1",103757014,8,13,1,1,0,1,4,3,9,15,4,3,0.6,1.33333333333333,0.55,0.45,0.413036707452725,1,"NOX5","NOX5","GO:1902600;GO:0001935;GO:0034599;GO:0043012;GO:0042554;GO:0061640;GO:0001816;GO:0033215;GO:0006915;GO:0001525"
"NOXA1","NOXA1","NW_021940039.1",103759684,6,8,2,1,0,0,2,4,8,9,2,4,0.888888888888889,0.5,-0.777777777777778,1.77777777777778,0.660019614253024,1,"NOXA1","NOXA1","GO:0042554;GO:0006801;GO:0050790;GO:0060263;GO:0010310"
"NPAS2","NPAS2","NW_021940813.1",103757902,5,7,0,0,0,0,4,7,5,7,4,7,0.714285714285714,0.571428571428571,-0.25,1.25,1,1,"NPAS2","NPAS2","GO:0042493;GO:0019216;GO:0006974;GO:0045944;GO:2000987;GO:0045893;GO:0006357;GO:2001020;GO:0051775;GO:0007417;GO:0032922;GO:0045739;GO:0007623;GO:0060548"
"NPAS3","NPAS3","NW_021940750.1",103758706,1,3,0,1,0,0,0,2,1,4,0,2,0.25,0,-Inf,Inf,1,1,"NPAS3","NPAS3","GO:0006357;GO:0045893"
"NPBWR1","NPBWR1","NW_021939396.1",103757304,5,1,0,0,0,0,4,7,5,1,4,7,5,0.571428571428571,-7.75,8.75,0.131221719457014,1,"NPBWR1","NPBWR1","GO:0007186;GO:0038003;GO:0019222;GO:0007218;GO:0007268"
"NPBWR2","NPBWR2","NW_021939960.1",103766032,1,8,0,1,0,0,0,1,1,9,0,1,0.111111111111111,0,-Inf,Inf,1,1,"NPBWR2","NPBWR2","GO:0007186;GO:0038003;GO:0007218"
"NPC1","NPC1","NW_021939396.1",103761758,1,6,2,0,0,0,4,13,3,6,4,13,0.5,0.307692307692308,-0.625,1.625,0.661343873517786,1,"NPC1","NPC1","GO:0046718;GO:0042632;GO:0071404;GO:0034383;GO:0032367;GO:0006486;GO:0071383;GO:0090150;GO:0033344;GO:0007628;GO:0046686;GO:0006914;GO:0006897;GO:0007041;GO:0008203;GO:0060548;GO:0031579;GO:0016242;GO:0030301;GO:0008206;GO:0042493"
"NPC1L1","DDX56","NW_021940854.1",115308003,3,2,1,0,0,0,0,7,4,2,0,7,2,0,-Inf,Inf,0.020979020979021,1,"NPC1L1","NPC1L1","GO:0030301;GO:0042493;GO:0014850;GO:0006695;GO:0071501;GO:0030299;GO:0042157;GO:0098856"
"NPC2","NPC2","NW_021940750.1",103758762,1,0,0,0,0,0,1,0,1,0,1,0,Inf,Inf,NA,NA,NA,NA,"NPC2","NPC2","GO:0032367;GO:0015914;GO:0042632;GO:0120009;GO:0009615;GO:0030301;GO:0019747;GO:0034383;GO:0015918;GO:0033344;GO:0043312;GO:0008203;GO:0032366;GO:0046836"
"NPDC1","NPDC1","NW_021940039.1",103759673,1,2,0,0,0,0,2,5,1,2,2,5,0.5,0.4,-0.25,1.25,1,1,"NPDC1","NPDC1","GO:0050776"
"NPEPL1","NPEPL1","NW_021939960.1",103766060,0,3,0,0,0,0,0,2,0,3,0,2,0,0,NA,NA,NA,NA,"NPEPL1","NPEPL1","GO:0006508"
"NPFFR1","NPFFR1","NW_021940593.1",103760572,4,3,0,2,0,0,0,0,4,5,0,0,0.8,NA,NA,NA,NA,NA,"NPFFR1","NPFFR1","GO:0008150;GO:0007186;GO:0007218"
"NPFFR2","NPFFR2","NW_021939087.1",103758422,2,3,1,3,0,0,2,6,3,6,2,6,0.5,0.333333333333333,-0.5,1.5,1,1,"NPFFR2","NPFFR2","GO:0045761;GO:0009582;GO:2000479;GO:0007186;GO:0043408;GO:0007218"
"NPHP1","NPHP1","NW_021940526.1",103758610,5,9,1,0,0,0,4,4,6,9,4,4,0.666666666666667,1,0.333333333333333,0.666666666666667,0.685018172028537,1,"NPHP1","NPHP1","GO:0007588;GO:1903348;GO:0097711;GO:0030036;GO:0090251;GO:0007165;GO:0048515;GO:0098609;GO:0060041;GO:0007632;GO:0030030"
"NPHP3","NPHP3","NW_021940535.1",103766524,4,14,0,2,0,0,2,4,4,16,2,4,0.25,0.5,0.5,0.5,0.595951874212744,1,"NPHP3","NPHP3","GO:2000167;GO:0007368;GO:0030324;GO:0071908;GO:0072189;GO:2000095;GO:0016055;GO:0060027;GO:0035469;GO:0045494;GO:0090090;GO:0071910;GO:0071909;GO:0060271;GO:0060993;GO:0048496;GO:0060287;GO:0001822;GO:0001947;GO:0003283"
"NPHP4","NPHP4","NW_021940578.1",103762028,25,34,1,2,0,1,13,21,26,37,13,21,0.702702702702703,0.619047619047619,-0.135135135135135,1.13513513513514,0.830442623003833,1,"NPHP4","NPHP4","GO:0060041;GO:0030036;GO:0097711;GO:0007165;GO:0030317;GO:1903348;GO:0007632;GO:0035329;GO:0035845;GO:0045494;GO:0090090;GO:1904491;GO:0098609"
"NPHS2","NPHS2","NW_021940565.1",103766845,3,3,1,1,1,0,1,3,5,4,1,3,1.25,0.333333333333333,-2.75,3.75,0.559440559440559,1,"NPHS2","NPHS2","GO:0072249;GO:0031532;GO:0007588"
"NPL","NPL","NW_021940744.1",103763988,0,1,0,0,0,0,2,2,0,1,2,2,0,1,1,0,1,1,"NPL","NPL","GO:0019262;GO:0005975"
"NPLOC4","NPLOC4","NW_021939798.1",103755874,1,2,0,3,0,0,0,2,1,5,0,2,0.2,0,-Inf,Inf,1,1,"NPLOC4","NPLOC4","GO:0007030;GO:0006511;GO:0030433;GO:0039536;GO:0032480;GO:0030970;GO:0070987"
"NPM1","NPM1","NW_021939882.1",103764065,2,3,0,2,0,0,2,0,2,5,2,0,0.4,Inf,1,0,0.166666666666667,1,"NPM1","NPM1","GO:0007098;GO:0045944;GO:0007569;GO:0032071;GO:0008285;GO:0051092;GO:0042255;GO:0010826;GO:0043066;GO:0008104;GO:0006357;GO:0034080;GO:0034644;GO:0060735;GO:0006913;GO:0016032;GO:0042274;GO:0008284;GO:0046599;GO:0007165;GO:0000056;GO:0006886;GO:0042273;GO:0006407;GO:0000055;GO:1902751;GO:0010824;GO:0006334;GO:1902629;GO:0060699;GO:0006281;GO:0045893;GO:0045727;GO:0006338;GO:0044387"
"NPM3","NPM3","NW_021939122.1",103767037,0,0,1,0,0,0,2,5,1,0,2,5,Inf,0.4,-Inf,Inf,0.375,1,"NPM3","NPM3","GO:0006338;GO:0006364;GO:0009303"
"NPNT","NPNT","NW_021938789.1",103766254,1,2,0,0,0,0,1,1,1,2,1,1,0.5,1,0.5,0.5,1,1,"NPNT","NPNT","GO:0010811;GO:0070374;GO:0007160;GO:0001658;GO:0071356;GO:0001657;GO:0030198;GO:0030154;GO:0045669;GO:0033631"
"NPPC","LOC103762061","NW_021940578.1",103762061,5,2,0,1,0,0,3,2,5,3,3,2,1.66666666666667,1.5,-0.111111111111111,1.11111111111111,1,1,"NPPC","NPPC","GO:0045669;GO:0032966;GO:0006182;GO:0042493;GO:1903779;GO:0007168;GO:0051447;GO:0045471;GO:0010753;GO:0019934;GO:0003419;GO:0001503;GO:0001666;GO:0022414;GO:0040014;GO:2000279;GO:0008285;GO:0048660;GO:0009791;GO:0006457;GO:1900194;GO:0003418"
"NPPC","NPPC","NW_021940207.1",115307582,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"NPPC","NPPC","GO:0045669;GO:0032966;GO:0006182;GO:0042493;GO:1903779;GO:0007168;GO:0051447;GO:0045471;GO:0010753;GO:0019934;GO:0003419;GO:0001503;GO:0001666;GO:0022414;GO:0040014;GO:2000279;GO:0008285;GO:0048660;GO:0009791;GO:0006457;GO:1900194;GO:0003418"
"NPR2","NPR2","NW_021940508.1",103761175,0,2,0,2,0,0,0,7,0,4,0,7,0,0,NA,NA,NA,NA,"NPR2","NPR2","GO:0019934;GO:0001503;GO:0006182;GO:0006468;GO:1903779;GO:0007168;GO:0060348;GO:0051447;GO:0008217;GO:1900194;GO:0007165;GO:0022414;GO:0097011;GO:0010753"
"NPR3","NPR3","NW_021940508.1",103765087,1,0,0,0,0,0,1,4,1,0,1,4,Inf,0.25,-Inf,Inf,0.333333333333333,1,"NPR3","NPR3","GO:0001501;GO:0007194;GO:0035810;GO:0007200;GO:0048662;GO:0051000;GO:0002158;GO:0033688;GO:0008217;GO:0048015;GO:0030157;GO:0007193;GO:0120163"
"NPRL2","NPRL2","NW_021939063.1",108638901,0,6,0,2,0,0,0,2,0,8,0,2,0,0,NA,NA,NA,NA,"NPRL2","NPRL2","GO:0032007;GO:2000785;GO:0043547;GO:0006995;GO:0010508;GO:0006468;GO:0034198;GO:0033673"
"NPRL3","NPRL3","NW_021938949.1",103763118,0,9,0,1,0,0,1,5,0,10,1,5,0,0.2,1,0,0.375,1,"NPRL3","NPRL3","GO:0048738;GO:0038202;GO:0060021;GO:0034198;GO:0043547;GO:2000785;GO:0032007;GO:0035909;GO:0003281"
"NPS","NPS","NW_021940541.1",103761910,4,6,2,0,0,0,1,0,6,6,1,0,1,Inf,1,0,1,1,"NPS","NPS","GO:0008542;GO:0045760;GO:0032230;GO:0007218;GO:0010841;GO:0007186;GO:0051968"
"NPSR1","NPSR1","NW_021940535.1",103755174,2,5,0,2,0,0,2,2,2,7,2,2,0.285714285714286,1,0.714285714285714,0.285714285714286,0.53006993006993,1,"NPSR1","NPSR1","GO:0051281;GO:0007186;GO:0007218"
"NPTN","NPTN","NW_021939189.1",103757927,0,4,0,0,0,0,0,1,0,4,0,1,0,0,NA,NA,NA,NA,"NPTN","NPTN","GO:0007156;GO:0007204;GO:0045743;GO:0070374;GO:0001934;GO:0001818;GO:0008542;GO:0007411;GO:0010976;GO:1900273;GO:0070593;GO:0006874;GO:0060291;GO:1904861;GO:0048170;GO:0099557;GO:1903829;GO:1902683"
"NPTX2","NPTX2","NW_021938949.1",103761422,7,7,0,1,0,0,2,5,7,8,2,5,0.875,0.4,-1.1875,2.1875,0.647832817337461,1,"NPTX2","NPTX2","GO:0098962;GO:0007268;GO:0008306"
"NPTXR","NPTXR","NW_021940682.1",103764701,0,2,0,2,0,0,2,2,0,4,2,2,0,1,1,0,0.428571428571429,1,"NPTXR","NPTXR","GO:0098962"
"NPVF","NPVF","NW_021940535.1",103754556,1,1,0,0,0,0,1,2,1,1,1,2,1,0.5,-1,2,1,1,"NPVF","NPVF","GO:0007218;GO:0032277"
"NPY","NPY","NW_021940535.1",103754551,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"NPY","NPY","GO:0021954;GO:0008217;GO:0032100;GO:0008343;GO:0007187;GO:0007268;GO:0031175;GO:0021987;GO:0007218;GO:0060575;GO:0007631;GO:0007186"
"NPY1R","NPY1R","NW_021938789.1",103766123,0,3,2,0,0,0,0,1,2,3,0,1,0.666666666666667,0,-Inf,Inf,1,1,"NPY1R","NPY1R","GO:0007218;GO:0019233;GO:0007187;GO:0007631;GO:0007626;GO:0008217;GO:0007193;GO:0007186;GO:0003151;GO:0040014;GO:0006006"
"NPY2R","NPY2R","NW_021938789.1",103766137,1,4,1,0,0,0,0,3,2,4,0,3,0.5,0,-Inf,Inf,0.5,1,"NPY2R","NPY2R","GO:0046010;GO:0007626;GO:0033603;GO:0010811;GO:0031645;GO:0007204;GO:0007568;GO:0003151;GO:2000252;GO:0046903;GO:0003214;GO:0051048;GO:0007186;GO:0007193;GO:0043951;GO:0045987;GO:0090394;GO:0007218;GO:0051967;GO:0001662;GO:0002793;GO:0007263;GO:0051930"
"NPY5R","NPY5R","NW_021938789.1",103766122,2,3,1,0,0,0,0,0,3,3,0,0,1,NA,NA,NA,NA,NA,"NPY5R","NPY5R","GO:0070374;GO:0042755;GO:0007218;GO:0014050;GO:0032229;GO:0007186;GO:0007268;GO:0048661;GO:0002865;GO:0060112;GO:0003151;GO:0043066;GO:0003214;GO:0007568;GO:0002675"
"NR0B1","NR0B1","NW_021940813.1",115307988,0,1,0,0,0,0,2,2,0,1,2,2,0,1,1,0,1,1,"NR0B1","NR0B1","GO:0030325;GO:0033144;GO:0045892;GO:0033327;GO:0043433;GO:0007283;GO:0021854;GO:0000122;GO:0035902;GO:0008104;GO:0030238;GO:0006367;GO:0060008;GO:0008584;GO:0021983;GO:0010894;GO:0008406"
"NR0B2","NR0B2","NW_021940628.1",103754729,1,9,0,3,0,0,0,0,1,12,0,0,0.0833333333333333,NA,NA,NA,NA,NA,"NR0B2","NR0B2","GO:0032922;GO:0014070;GO:0010629;GO:0032024;GO:0043433;GO:0045892;GO:0009749;GO:0010628;GO:0015721;GO:0007623;GO:0008203;GO:0045471;GO:0045893;GO:0007219;GO:0006367;GO:0031100;GO:0000122"
"NR1D1","NR1D1","NW_021940764.1",115307955,0,3,0,2,1,0,0,0,1,5,0,0,0.2,NA,NA,NA,NA,NA,"NR1D1","NR1D1","GO:0044321;GO:0045893;GO:0005978;GO:0045892;GO:0042632;GO:0007623;GO:0045598;GO:0042752;GO:0010498;GO:0061469;GO:0070859;GO:0009755;GO:0034144;GO:0061889;GO:0071356;GO:0043401;GO:0000122;GO:0150079;GO:0050728;GO:0071222;GO:0030154;GO:0030522;GO:0043124;GO:0006367;GO:0071347;GO:1903979;GO:0031648;GO:0019216;GO:0120163;GO:0061178;GO:0042749;GO:0060086;GO:0032922;GO:0045944;GO:0001678"
"NR1D2","NR1D2","NW_021940535.1",103757569,6,3,1,0,0,0,1,8,7,3,1,8,2.33333333333333,0.125,-17.6666666666667,18.6666666666667,0.0197666110978804,1,"NR1D2","NR1D2","GO:0097009;GO:0006355;GO:0045944;GO:0048512;GO:0045892;GO:0030522;GO:0050728;GO:2001014;GO:0030154;GO:0019216;GO:0055088;GO:0050727;GO:0000122;GO:0042752;GO:0045893;GO:0009755;GO:0006367"
"NR1H3","NR1H3","NW_021940750.1",103754004,1,0,0,1,0,0,1,7,1,1,1,7,1,0.142857142857143,-6,7,0.377777777777778,1,"NR1H3","NR1H3","GO:0045893;GO:0045944;GO:0042632;GO:0045723;GO:1903573;GO:0043277;GO:0051006;GO:0010875;GO:0120163;GO:0048550;GO:0032570;GO:0070328;GO:0090341;GO:0050728;GO:0090188;GO:0060336;GO:0071222;GO:0030154;GO:0000122;GO:0043031;GO:0030522;GO:0034145;GO:0010887;GO:0010745;GO:0055088;GO:0006367;GO:0036151;GO:0055092;GO:0032369;GO:0042752;GO:0032376;GO:0010867;GO:0032270"
"NR1H4","NR1H4","NW_021940682.1",103754419,2,0,0,0,0,0,0,6,2,0,0,6,Inf,0,-Inf,Inf,0.0357142857142857,1,"NR1H4","NR1H4","GO:0006954;GO:0008206;GO:0010804;GO:0034142;GO:0032720;GO:0007219;GO:0032703;GO:0006367;GO:0035356;GO:2000213;GO:0042742;GO:0006357;GO:0046628;GO:0045944;GO:0038183;GO:0034255;GO:0007043;GO:0038185;GO:0000122;GO:0071222;GO:0032689;GO:0042632;GO:0035774;GO:0045893;GO:1903413;GO:0090181;GO:0032692;GO:0071417;GO:0071398;GO:0010903;GO:2001250;GO:0045087;GO:0034162;GO:0034971;GO:0032715;GO:0055089;GO:0032088;GO:0061178;GO:0010988;GO:0071638;GO:0015721;GO:0043066;GO:0030522;GO:0050728;GO:0070857;GO:0001678;GO:0001080;GO:0030154;GO:1905695;GO:0032620;GO:1904179;GO:0043124"
"NR2C1","NR2C1","NW_021940682.1",103754461,1,1,0,0,0,0,1,4,1,1,1,4,1,0.25,-3,4,1,1,"NR2C1","NR2C1","GO:0048386;GO:0048856;GO:0000122;GO:0006357;GO:0006367;GO:0043401;GO:0030522;GO:0030154"
"NR2C2","NR2C2","NW_021939063.1",103759885,1,4,1,0,0,0,0,5,2,4,0,5,0.5,0,-Inf,Inf,0.454545454545455,1,"NR2C2","NR2C2","GO:0007283;GO:0040019;GO:0030522;GO:0006357;GO:0006355;GO:0045944;GO:0030154;GO:0007399;GO:0000122;GO:0006367;GO:0048856"
"NR2C2AP","NR2C2AP","NW_021939498.1",103757820,2,0,0,0,0,0,0,0,2,0,0,0,Inf,NA,NA,NA,NA,NA,"NR2C2AP","NR2C2AP","GO:0006367"
"NR2E1","NR2E1","NW_021940604.1",103754652,1,0,0,0,0,0,2,4,1,0,2,4,Inf,0.5,-Inf,Inf,0.428571428571428,1,"NR2E1","NR2E1","GO:0021895;GO:0001662;GO:0007601;GO:0035019;GO:0043066;GO:2000648;GO:0043401;GO:0045944;GO:0021764;GO:0045787;GO:0048856;GO:0045665;GO:0002118;GO:0048814;GO:0048712;GO:0060041;GO:0030154;GO:0030198;GO:0045766;GO:0060164;GO:0007399;GO:2000178;GO:0060291;GO:0090049;GO:0021819;GO:0000122;GO:0021542;GO:0045165;GO:0021960;GO:0006357;GO:2000179;GO:0021772;GO:0035176;GO:0030522;GO:0006367;GO:0021872"
"NR2F2","NR2F2","NW_021939189.1",103767327,2,1,0,0,0,0,0,0,2,1,0,0,2,NA,NA,NA,NA,NA,"NR2F2","NR2F2","GO:0060173;GO:0009566;GO:0030900;GO:0030154;GO:0032355;GO:0001893;GO:0045944;GO:0007519;GO:0048514;GO:0048856;GO:0030522;GO:0006357;GO:0060674;GO:0010596;GO:0003084;GO:0045893;GO:0001764;GO:0009952;GO:0045736;GO:0060838;GO:0001937;GO:0009956;GO:0060707;GO:0000122;GO:0045892"
"NR3C1","NR3C1","NW_021939882.1",103761331,7,5,0,3,0,0,2,3,7,8,2,3,0.875,0.666666666666667,-0.3125,1.3125,1,1,"NR3C1","NR3C1","GO:0006355;GO:0007049;GO:0071549;GO:0006367;GO:1902895;GO:0000122;GO:0007059;GO:0071383;GO:0006357;GO:0007165;GO:0006915;GO:0030518;GO:0071560;GO:0042921;GO:0045944;GO:0071385;GO:0045892;GO:0051301;GO:0006325;GO:0043402"
"NR3C2","NR3C2","NW_021938789.1",103762392,2,8,1,2,0,0,0,5,3,10,0,5,0.3,0,-Inf,Inf,0.522058823529412,1,"NR3C2","NR3C2","GO:0006367;GO:0030518;GO:0006357;GO:0007165;GO:1901224"
"NR4A2","NR4A2","NW_021940560.1",103757098,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"NR4A2","NR4A2","GO:0008344;GO:0071376;GO:0043524;GO:0006351;GO:0009791;GO:0071542;GO:1904948;GO:0045944;GO:0034599;GO:0043576;GO:0060070;GO:0021952;GO:0031668;GO:0043085;GO:0045444;GO:0051866;GO:0006357;GO:0001666;GO:0030522;GO:0007165;GO:0001764;GO:0042551;GO:0000122;GO:0042416;GO:2001234;GO:0006367;GO:0021986;GO:0042053;GO:0021953;GO:0001975"
"NR4A3","NR4A3","NW_021939256.1",108643233,3,3,0,2,0,0,0,3,3,5,0,3,0.6,0,-Inf,Inf,0.490909090909091,1,"NR4A3","NR4A3","GO:0000122;GO:0006357;GO:0048660;GO:0031100;GO:0048661;GO:0006367;GO:1900625;GO:0010828;GO:0071376;GO:0043303;GO:1904707;GO:0038097;GO:0043401;GO:0045944;GO:0048008;GO:0030522;GO:1904754;GO:2000253;GO:0044320;GO:0097009;GO:0045444;GO:0007369;GO:0032765;GO:0045652;GO:1903208;GO:0050679;GO:0046321;GO:0061469;GO:0045333;GO:0035726;GO:0071870;GO:0009444;GO:0010613"
"NR5A1","LOC103764794","NW_021940039.1",103764794,1,7,2,1,0,0,1,4,3,8,1,4,0.375,0.25,-0.5,1.5,1,1,"NR5A1","NR5A1","GO:0007530;GO:0030325;GO:0009755;GO:0008584;GO:0009888;GO:0001553;GO:0006367;GO:2000195;GO:0007538;GO:0010628;GO:0030522;GO:0045944;GO:0097720;GO:2000020;GO:0030154;GO:0006357;GO:0010259;GO:0097210;GO:0008585;GO:0050810;GO:0051457;GO:0030238;GO:0042445"
"NR5A1","NR5A2","NW_021940565.1",103760350,1,1,0,1,0,0,1,3,1,2,1,3,0.5,0.333333333333333,-0.5,1.5,1,1,"NR5A1","NR5A1","GO:0007530;GO:0030325;GO:0009755;GO:0008584;GO:0009888;GO:0001553;GO:0006367;GO:2000195;GO:0007538;GO:0010628;GO:0030522;GO:0045944;GO:0097720;GO:2000020;GO:0030154;GO:0006357;GO:0010259;GO:0097210;GO:0008585;GO:0050810;GO:0051457;GO:0030238;GO:0042445"
"NRAP","NRAP","NW_021939122.1",103759925,11,12,3,2,0,0,8,5,14,14,8,5,1,1.6,0.375,0.625,0.524020243689795,1,"NRAP","NRAP","GO:0048747;GO:0071691;GO:0008150"
"NRBF2","NRBF2","NW_021940593.1",103759831,1,0,0,0,0,0,2,2,1,0,2,2,Inf,1,-Inf,Inf,1,1,"NRBF2","NRBF2","GO:0006914;GO:0034976;GO:0006367;GO:0043550"
"NRBP1","NRBP1","NW_021938977.1",103759517,2,5,0,0,0,0,1,5,2,5,1,5,0.4,0.2,-1,2,1,1,"NRBP1","NRBP1","GO:0006367;GO:0006468;GO:0006888;GO:0035556"
"NRCAM","NRCAM","NW_021940682.1",103762978,3,0,0,2,0,0,4,15,3,2,4,15,1.5,0.266666666666667,-4.625,5.625,0.126482213438735,1,"NRCAM","NRCAM","GO:0007413;GO:0007417;GO:0045162;GO:0007416;GO:0030516;GO:0045666;GO:0001525;GO:0098609;GO:0007411;GO:0001764;GO:0007409"
"NRCAM","LOC108641049","NW_021940682.1",108641049,4,2,0,1,0,0,5,5,4,3,5,5,1.33333333333333,1,-0.333333333333333,1.33333333333333,1,1,"NRCAM","NRCAM","GO:0007413;GO:0007417;GO:0045162;GO:0007416;GO:0030516;GO:0045666;GO:0001525;GO:0098609;GO:0007411;GO:0001764;GO:0007409"
"NRDC","NRDC","NW_021939546.1",103758940,2,15,0,3,0,0,2,5,2,18,2,5,0.111111111111111,0.4,0.722222222222222,0.277777777777778,0.269230769230769,1,"NRDC","NRDC","GO:0120163;GO:0006508;GO:0052548;GO:0051044"
"NRDE2","NRDE2","NW_021940750.1",103757529,4,7,2,1,0,0,13,11,6,8,13,11,0.75,1.18181818181818,0.365384615384615,0.634615384615385,0.737428373868863,1,"NRDE2","NRDE2","GO:0031048;GO:0016246;GO:0046833;GO:1902369"
"NRG1","NRG1","NW_021940917.1",103758411,1,3,1,2,0,0,2,11,2,5,2,11,0.4,0.181818181818182,-1.2,2.2,0.586790505675955,1,"NRG1","NRG1","GO:0000165;GO:0000187;GO:0051048;GO:0060379;GO:0048513;GO:0003222;GO:0050919;GO:0038127;GO:0051897;GO:0045892;GO:2000145;GO:0042060;GO:0038129;GO:0007399;GO:0051155;GO:0060956;GO:0032148;GO:0031334;GO:0007171;GO:0038128;GO:0061098;GO:0030879;GO:0030154;GO:0014032;GO:0055007;GO:0035556;GO:0008284;GO:0007154"
"NRG2","NRG2","NW_021939882.1",103765647,2,14,0,1,0,0,4,1,2,15,4,1,0.133333333333333,4,0.966666666666667,0.0333333333333333,0.00934153565732513,1,"NRG2","NRG2","GO:0048513;GO:0000165;GO:0051897;GO:0007165;GO:0035556;GO:0007399;GO:2000145;GO:0038128"
"NRG3","NRG3","NW_021940645.1",103761834,7,2,0,1,0,0,7,8,7,3,7,8,2.33333333333333,0.875,-1.66666666666667,2.66666666666667,0.413871315116436,1,"NRG3","NRG3","GO:0048513;GO:0035556;GO:0050804;GO:2001223;GO:0007171;GO:0001558;GO:0021842;GO:0007389;GO:0060596"
"NRG4","NRG4","NW_021940637.1",103766745,1,0,0,0,0,0,0,0,1,0,0,0,Inf,NA,NA,NA,NA,NA,"NRG4","NRG4","GO:0007399;GO:0051897;GO:0000165;GO:2000145;GO:0038128"
"NRGN","LOC103762744","NW_021940545.1",103762744,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"NRGN","NRGN","GO:0008306;GO:0007165;GO:1900273;GO:0007399;GO:0021537;GO:0099170"
"NRIP1","NRIP1","NW_021940488.1",103762632,6,11,1,2,0,0,2,8,7,13,2,8,0.538461538461538,0.25,-1.15384615384615,2.15384615384615,0.67490380683784,1,"NRIP1","NRIP1","GO:0001543;GO:0071392;GO:0032922;GO:0045944;GO:0000122;GO:0007623;GO:0019915"
"NRIP2","NRIP2","NW_021940836.1",103755221,2,3,0,0,0,0,2,2,2,3,2,2,0.666666666666667,1,0.333333333333333,0.666666666666667,1,1,"NRIP2","NRIP2","GO:0006508"
"NRIP3","NRIP3","NW_021940291.1",103762847,5,4,2,2,0,0,2,4,7,6,2,4,1.16666666666667,0.5,-1.33333333333333,2.33333333333333,0.628482972136223,1,"NRIP3","NRIP3","GO:0006508"
"NRN1","NRN1","NW_021940534.1",103767356,0,0,1,0,0,0,0,0,1,0,0,0,Inf,NA,NA,NA,NA,NA,"NRN1","NRN1","GO:0007399"
"NRN1L","NRN1L","NW_021938838.1",108641455,1,0,0,0,0,0,0,2,1,0,0,2,Inf,0,-Inf,Inf,0.333333333333333,1,"NRN1","NRN1_pp_2","GO:0007399"
