"contig","gene_name","Entrez_id","pN_mc","pS_mc","pN_pipra","pS_pipra","pN_all","pS_all","dN_orig","dS_orig","pN","pS","dN","dS","pN.pS","dN.dS","alpha","NeutralityIndex","fisher.test.P","fisher.test.Padj"
"NW_021939798.1","KCNJ16","103755817",1,6,0,1,0,0,3,13,1,7,3,13,0.142857142857143,0.230769230769231,0.380952380952381,0.619047619047619,1,1
"NW_021939798.1","KCNJ2","103755815",0,5,0,2,0,0,0,4,0,7,0,4,0,0,NA,NA,NA,NA
"NW_021939798.1","SOX9","103755884",0,3,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA
"NW_021939798.1","SLC39A11","103755814",2,2,0,1,0,0,1,3,2,3,1,3,0.666666666666667,0.333333333333333,-1,2,1,1
"NW_021939798.1","SSTR2","103755813",0,1,0,3,0,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA
"NW_021939798.1","COG1","103755882",8,13,1,4,0,1,2,4,9,18,2,4,0.5,0.5,0,1,1,1
"NW_021939798.1","FAM104A","103755881",0,2,0,0,0,0,0,1,0,2,0,1,0,0,NA,NA,NA,NA
"NW_021939798.1","CUNH17orf80","108639764",1,3,3,1,1,0,2,2,5,4,2,2,1.25,1,-0.25,1.25,1,1
"NW_021939798.1","CPSF4L","103755880",2,3,1,1,0,0,5,1,3,4,5,1,0.75,5,0.85,0.15,0.265734265734266,1
"NW_021939798.1","CDC42EP4","108639765",2,8,0,2,0,0,1,0,2,10,1,0,0.2,Inf,1,0,0.230769230769231,1
"NW_021939798.1","LOC103755879","103755879",10,35,1,8,0,1,2,7,11,44,2,7,0.25,0.285714285714286,0.125,0.875,1,1
"NW_021939798.1","RPL38","115307509",0,2,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA
"NW_021939798.1","TTYH2","115307510",1,0,0,0,0,0,0,0,1,0,0,0,Inf,NA,NA,NA,NA,NA
"NW_021939798.1","DNAI2","103755877",4,5,3,2,0,1,5,7,7,8,5,7,0.875,0.714285714285714,-0.225,1.225,1,1
"NW_021939798.1","BTBD17","115307511",3,2,0,1,0,0,1,2,3,3,1,2,1,0.5,-1,2,1,1
"NW_021939798.1","GPRC5C","115307512",0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
"NW_021939798.1","CCDC137","103755875",3,2,0,1,0,0,3,0,3,3,3,0,1,Inf,1,0,0.464285714285714,1
"NW_021939798.1","NPLOC4","103755874",1,1,0,3,0,0,0,2,1,4,0,2,0.25,0,-Inf,Inf,1,1
"NW_021939798.1","FAAP100","103755873",5,8,0,1,0,0,1,6,5,9,1,6,0.555555555555556,0.166666666666667,-2.33333333333333,3.33333333333333,0.612616099071207,1
"NW_021939798.1","ACTG1","103755811",0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
"NW_021939798.1","SLC38A10","103755870",9,13,2,6,0,0,7,9,11,19,7,9,0.578947368421053,0.777777777777778,0.255639097744361,0.744360902255639,0.754292561274795,1
"NW_021939798.1","CEP131","103755869",17,26,1,2,1,1,9,18,19,29,9,18,0.655172413793103,0.5,-0.310344827586207,1.31034482758621,0.628117718672257,1
"NW_021939798.1","AATK","103755868",0,5,1,0,0,0,1,2,1,5,1,2,0.2,0.5,0.6,0.4,1,1
"NW_021939798.1","BAIAP2","103755810",0,9,1,1,0,0,1,2,1,10,1,2,0.1,0.5,0.8,0.2,0.395604395604396,1
"NW_021939798.1","CHMP6","103755867",0,3,0,0,0,0,2,2,0,3,2,2,0,1,1,0,0.428571428571429,1
"NW_021939798.1","RPTOR","103755809",0,15,0,4,0,0,1,12,0,19,1,12,0,0.0833333333333333,1,0,0.40625,1
"NW_021939798.1","ENDOV","103755865",1,2,1,0,0,0,4,1,2,2,4,1,1,4,0.75,0.25,0.523809523809524,1
"NW_021939798.1","RNF213","103755864",30,62,12,8,0,1,41,73,42,71,41,73,0.591549295774648,0.561643835616438,-0.0532463071109583,1.05324630711096,0.890851868743881,1
"NW_021939798.1","SLC26A11","103755863",6,8,0,1,0,0,6,11,6,9,6,11,0.666666666666667,0.545454545454545,-0.222222222222222,1.22222222222222,1,1
"NW_021939798.1","SGSH","103755862",1,6,0,1,0,1,0,8,1,8,0,8,0.125,0,-Inf,Inf,1,1
"NW_021939798.1","GAA","103755861",4,5,1,3,0,0,0,11,5,8,0,11,0.625,0,-Inf,Inf,0.0411490683229814,1
"NW_021939798.1","CCDC40","103755859",9,6,1,0,0,0,8,7,10,6,8,7,1.66666666666667,1.14285714285714,-0.458333333333333,1.45833333333333,0.722393472194293,1
"NW_021939798.1","TBC1D16","103755808",5,4,3,2,0,0,7,9,8,6,7,9,1.33333333333333,0.777777777777778,-0.714285714285714,1.71428571428571,0.715249186552235,1
"NW_021939798.1","CBX8","103755857",2,0,0,1,0,0,0,2,2,1,0,2,2,0,-Inf,Inf,0.4,1
"NW_021939798.1","CBX2","103755856",5,5,1,0,0,0,6,6,6,5,6,6,1.2,1,-0.2,1.2,1,1
"NW_021939798.1","ENPP7","103755855",1,1,0,1,0,0,3,8,1,2,3,8,0.5,0.375,-0.333333333333333,1.33333333333333,1,1
"NW_021939798.1","RBFOX3","103755854",0,2,0,0,0,0,0,3,0,2,0,3,0,0,NA,NA,NA,NA
"NW_021939798.1","ENGASE","108639767",5,10,0,1,0,0,6,16,5,11,6,16,0.454545454545455,0.375,-0.212121212121212,1.21212121212121,1,1
"NW_021939798.1","C1QTNF1","103755807",4,1,0,1,0,0,1,2,4,2,1,2,2,0.5,-3,4,0.523809523809524,1
"NW_021939798.1","CANT1","103755805",0,3,0,1,0,0,5,3,0,4,5,3,0,1.66666666666667,1,0,0.0808080808080808,1
"NW_021939798.1","TIMP2","103755853",0,1,0,0,0,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA
"NW_021939798.1","USP36","103755852",11,10,2,2,0,0,9,6,13,12,9,6,1.08333333333333,1.5,0.277777777777778,0.722222222222222,0.747016204190843,1
"NW_021939798.1","CYTH1","103755804",0,1,0,0,0,0,1,2,0,1,1,2,0,0.5,1,0,1,1
"NW_021939798.1","DNAH17","103755851",11,65,1,12,0,1,31,67,12,78,31,67,0.153846153846154,0.462686567164179,0.667493796526055,0.332506203473945,0.00312725434193373,1
"NW_021939798.1","PGS1","103755850",4,9,0,0,0,0,3,9,4,9,3,9,0.444444444444444,0.333333333333333,-0.333333333333333,1.33333333333333,1,1
"NW_021939798.1","SOCS3","103755848",0,3,0,0,0,0,1,1,0,3,1,1,0,1,1,0,0.4,1
"NW_021939798.1","LOC103755847","103755847",2,1,0,0,0,0,1,3,2,1,1,3,2,0.333333333333333,-5,6,0.485714285714286,1
"NW_021939798.1","AFMID","103755846",1,2,0,0,0,0,0,1,1,2,0,1,0.5,0,-Inf,Inf,1,1
"NW_021939798.1","TK1","103755845",1,0,0,0,0,0,4,4,1,0,4,4,Inf,1,-Inf,Inf,1,1
"NW_021939798.1","SYNGR2","115307500",0,1,0,0,0,0,1,0,0,1,1,0,0,Inf,1,0,1,1
"NW_021939798.1","TMC6","103755843",2,9,0,2,0,0,11,3,2,11,11,3,0.181818181818182,3.66666666666667,0.950413223140496,0.0495867768595041,0.0018381418166046,1
"NW_021939798.1","ARL16","108639768",3,0,0,1,0,0,0,1,3,1,0,1,3,0,-Inf,Inf,0.4,1
"NW_021939798.1","HGS","103755842",1,2,0,2,0,0,1,12,1,4,1,12,0.25,0.0833333333333333,-2,3,0.490196078431373,1
"NW_021939798.1","MRPL12","115307513",0,2,0,0,0,0,0,3,0,2,0,3,0,0,NA,NA,NA,NA
"NW_021939798.1","SLC25A10","103755840",0,1,0,1,0,0,1,1,0,2,1,1,0,1,1,0,1,1
"NW_021939798.1","GCGR","103755803",3,6,1,1,0,0,2,11,4,7,2,11,0.571428571428571,0.181818181818182,-2.14285714285714,3.14285714285714,0.357224583197123,1
"NW_021939798.1","PPP1R27","103755802",0,1,0,0,0,0,0,2,0,1,0,2,0,0,NA,NA,NA,NA
"NW_021939798.1","P4HB","103755839",0,3,0,2,0,0,4,4,0,5,4,4,0,1,1,0,0.104895104895105,1
"NW_021939798.1","ARHGDIA","112841101",0,1,0,0,0,0,1,5,0,1,1,5,0,0.2,1,0,1,1
"NW_021939798.1","ALYREF","103755837",0,2,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA
"NW_021939798.1","PCYT2","103755801",3,3,0,0,0,0,1,6,3,3,1,6,1,0.166666666666667,-5,6,0.265734265734266,1
"NW_021939798.1","SIRT7","103755836",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NW_021939798.1","MAFG","103755800",0,4,0,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA
"NW_021939798.1","PYCR1","103755835",0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
"NW_021939798.1","MYADML2","103755799",0,1,0,0,0,0,0,8,0,1,0,8,0,0,NA,NA,NA,NA
"NW_021939798.1","NOTUM","103755834",0,2,0,0,0,0,0,7,0,2,0,7,0,0,NA,NA,NA,NA
"NW_021939798.1","ASPSCR1","103755798",4,1,0,1,0,0,3,10,4,2,3,10,2,0.3,-5.66666666666667,6.66666666666667,0.12874097007224,1
"NW_021939798.1","LRRC45","103755832",1,1,0,1,0,0,4,5,1,2,4,5,0.5,0.8,0.375,0.625,1,1
"NW_021939798.1","RAC3","103755797",0,0,0,0,0,0,1,1,0,0,1,1,NA,1,NA,NA,NA,NA
"NW_021939798.1","DCXR","103755831",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NW_021939798.1","RFNG","103755830",0,1,0,0,0,0,3,4,0,1,3,4,0,0.75,1,0,1,1
"NW_021939798.1","GPS1","103755795",0,2,0,0,0,0,0,3,0,2,0,3,0,0,NA,NA,NA,NA
"NW_021939798.1","DUS1L","103755794",1,1,0,0,0,0,4,6,1,1,4,6,1,0.666666666666667,-0.5,1.5,1,1
"NW_021939798.1","FASN","103755793",5,9,1,2,0,0,6,28,6,11,6,28,0.545454545454545,0.214285714285714,-1.54545454545455,2.54545454545455,0.181112853527797,1
"NW_021939798.1","CCDC57","108639770",1,0,1,0,0,0,5,2,2,0,5,2,Inf,2.5,-Inf,Inf,1,1
"NW_021939798.1","SLC16A3","103755792",0,1,0,0,0,0,0,8,0,1,0,8,0,0,NA,NA,NA,NA
"NW_021939798.1","CSNK1D","103755791",0,0,0,0,0,0,0,3,0,0,0,3,NA,0,NA,NA,NA,NA
"NW_021939814.1","LOC103753836","103753836",1,2,0,1,0,0,0,5,1,3,0,5,0.333333333333333,0,-Inf,Inf,0.444444444444444,1
"NW_021939828.1","STARD3","103758477",3,4,0,0,0,0,0,5,3,4,0,5,0.75,0,-Inf,Inf,0.204545454545455,1
"NW_021939830.1","LOC115307522","115307522",0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
"NW_021939848.1","LOC115307524","115307524",0,0,1,0,0,0,0,0,1,0,0,0,Inf,NA,NA,NA,NA,NA
"NW_021939853.1","LOC115307526","115307526",0,0,0,0,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA
"NW_021939853.1","SPAG7","115307527",0,1,0,2,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA
"NW_021939853.1","ENO3","115307525",0,5,0,1,0,0,0,3,0,6,0,3,0,0,NA,NA,NA,NA
"NW_021939853.1","SLC25A11","103753975",1,2,1,3,0,0,0,6,2,5,0,6,0.4,0,-Inf,Inf,0.461538461538462,1
"NW_021939871.1","LOC103764789","103764789",0,2,1,1,0,0,4,7,1,3,4,7,0.333333333333333,0.571428571428571,0.416666666666667,0.583333333333333,1,1
"NW_021939873.1","LOC103767293","103767293",0,4,0,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA
"NW_021939873.1","LOC115307528_circ","115307528",0,2,0,2,0,0,0,1,0,4,0,1,0,0,NA,NA,NA,NA
"NW_021939882.1","NMUR2","103755092",0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
"NW_021939882.1","GRIA1","103764856",0,9,0,4,0,0,1,5,0,13,1,5,0,0.2,1,0,0.315789473684211,1
"NW_021939882.1","LOC103764912","103764912",8,4,0,3,0,0,8,6,8,7,8,6,1.14285714285714,1.33333333333333,0.142857142857143,0.857142857142857,1,1
"NW_021939882.1","FAM114A2","103764857",1,2,2,4,0,0,4,5,3,6,4,5,0.5,0.8,0.375,0.625,1,1
"NW_021939882.1","MFAP3","103764858",0,5,2,1,0,0,2,1,2,6,2,1,0.333333333333333,2,0.833333333333333,0.166666666666667,0.490909090909091,1
"NW_021939882.1","GALNT10","103764913",0,3,0,0,0,0,2,2,0,3,2,2,0,1,1,0,0.428571428571429,1
"NW_021939882.1","SAP30L","103764914",0,0,0,0,0,0,0,6,0,0,0,6,NA,0,NA,NA,NA,NA
"NW_021939882.1","HAND1","103764860",2,1,0,0,0,0,0,0,2,1,0,0,2,NA,NA,NA,NA,NA
"NW_021939882.1","LARP1","103764915",3,7,2,0,0,0,2,15,5,7,2,15,0.714285714285714,0.133333333333333,-4.35714285714286,5.35714285714286,0.0920437217288792,1
"NW_021939882.1","FAXDC2","103764861",0,1,2,1,0,0,3,4,2,2,3,4,1,0.75,-0.333333333333333,1.33333333333333,1,1
"NW_021939882.1","CNOT8","103764862",0,3,0,2,0,0,1,2,0,5,1,2,0,0.5,1,0,0.375,1
"NW_021939882.1","GEMIN5","103764916",6,9,0,1,0,0,17,15,6,10,17,15,0.6,1.13333333333333,0.470588235294118,0.529411764705882,0.368479098086513,1
"NW_021939882.1","MRPL22","103764864",1,1,0,0,0,0,3,5,1,1,3,5,1,0.6,-0.666666666666667,1.66666666666667,1,1
"NW_021939882.1","SGCD","103764865",0,2,0,0,0,0,1,1,0,2,1,1,0,1,1,0,1,1
"NW_021939882.1","LOC103764917","103764917",7,8,3,1,0,0,8,7,10,9,8,7,1.11111111111111,1.14285714285714,0.0277777777777778,0.972222222222222,1,1
"NW_021939882.1","LOC108639896","108639896",2,3,2,2,0,0,2,2,4,5,2,2,0.8,1,0.2,0.8,1,1
"NW_021939882.1","MED7","103764866",0,1,0,0,0,0,0,3,0,1,0,3,0,0,NA,NA,NA,NA
"NW_021939882.1","ITK","103764867",3,6,0,2,0,0,4,6,3,8,4,6,0.375,0.666666666666667,0.4375,0.5625,0.659442724458204,1
"NW_021939882.1","CYFIP2","103764869",1,12,0,5,0,1,1,7,1,18,1,7,0.0555555555555556,0.142857142857143,0.611111111111111,0.388888888888889,0.512820512820513,1
"NW_021939882.1","FNDC9","103764868",4,1,1,4,0,0,0,1,5,5,0,1,1,0,-Inf,Inf,1,1
"NW_021939882.1","NIPAL4","103764918",0,7,0,0,0,0,1,5,0,7,1,5,0,0.2,1,0,0.461538461538462,1
"NW_021939882.1","ADAM19","103764919",3,10,0,0,0,0,1,8,3,10,1,8,0.3,0.125,-1.4,2.4,0.616131237183869,1
"NW_021939882.1","SOX30","103764921",5,6,2,0,0,0,5,3,7,6,5,3,1.16666666666667,1.66666666666667,0.3,0.7,1,1
"NW_021939882.1","THG1L","103764922",1,3,0,0,0,0,0,2,1,3,0,2,0.333333333333333,0,-Inf,Inf,1,1
"NW_021939882.1","LSM11","103764923",2,2,0,1,0,0,2,3,2,3,2,3,0.666666666666667,0.666666666666667,0,1,1,1
"NW_021939882.1","CLINT1","103764924",4,5,0,4,0,0,0,2,4,9,0,2,0.444444444444444,0,-Inf,Inf,1,1
"NW_021939882.1","EBF1","103764871",0,0,0,1,0,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA
"NW_021939882.1","RNF145","103764872",1,3,0,2,0,0,7,6,1,5,7,6,0.2,1.16666666666667,0.828571428571429,0.171428571428571,0.176986584107327,1
"NW_021939882.1","UBLCP1","103764873",0,0,0,0,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA
"NW_021939882.1","LOC103764874","103764874",0,0,0,1,0,0,1,0,0,1,1,0,0,Inf,1,0,1,1
"NW_021939882.1","LOC103764926","103764926",1,4,0,2,0,0,8,3,1,6,8,3,0.166666666666667,2.66666666666667,0.9375,0.0625,0.0497737556561086,1
"NW_021939882.1","LOC103764875","103764875",0,1,0,0,0,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA
"NW_021939882.1","LOC103764876","103764876",1,2,0,0,0,0,1,2,1,2,1,2,0.5,0.5,0,1,1,1
"NW_021939882.1","LOC103764877","103764877",7,5,1,1,0,0,15,9,8,6,15,9,1.33333333333333,1.66666666666667,0.2,0.8,1,1
"NW_021939882.1","LOC108639842","108639842",0,0,0,0,0,0,1,0,0,0,1,0,NA,Inf,NA,NA,NA,NA
"NW_021939882.1","LOC108639883","108639883",0,1,0,0,0,0,0,2,0,1,0,2,0,0,NA,NA,NA,NA
"NW_021939882.1","HRH2","103764927",0,2,1,1,0,0,2,4,1,3,2,4,0.333333333333333,0.5,0.333333333333333,0.666666666666667,1,1
"NW_021939882.1","CPLX2","103764928",0,0,0,1,0,0,0,3,0,1,0,3,0,0,NA,NA,NA,NA
"NW_021939882.1","THOC3","103764929",0,0,0,1,0,0,0,6,0,1,0,6,0,0,NA,NA,NA,NA
"NW_021939882.1","SIMC1","103764930",1,3,0,0,0,0,2,1,1,3,2,1,0.333333333333333,2,0.833333333333333,0.166666666666667,0.485714285714286,1
"NW_021939882.1","KIAA1191","103764932",2,2,0,1,0,0,4,3,2,3,4,3,0.666666666666667,1.33333333333333,0.5,0.5,1,1
"NW_021939882.1","NOP16","103764933",0,0,0,0,0,0,2,2,0,0,2,2,NA,1,NA,NA,NA,NA
"NW_021939882.1","CLTB","103764934",1,2,0,0,0,0,0,1,1,2,0,1,0.5,0,-Inf,Inf,1,1
"NW_021939882.1","FAF2","103764878",1,1,0,1,0,0,4,3,1,2,4,3,0.5,1.33333333333333,0.625,0.375,1,1
"NW_021939882.1","RNF44","103764935",0,4,0,1,0,0,1,3,0,5,1,3,0,0.333333333333333,1,0,0.444444444444444,1
"NW_021939882.1","CDHR2","103764936",3,10,0,2,0,0,12,24,3,12,12,24,0.25,0.5,0.5,0.5,0.503423132589498,1
"NW_021939882.1","GPRIN1","108639877",3,4,0,1,0,0,6,11,3,5,6,11,0.6,0.545454545454545,-0.1,1.1,1,1
"NW_021939882.1","EIF4E1B","108643067",1,3,0,0,0,0,1,5,1,3,1,5,0.333333333333333,0.2,-0.666666666666667,1.66666666666667,1,1
"NW_021939882.1","UNC5A","108639886",0,13,0,3,0,0,0,6,0,16,0,6,0,0,NA,NA,NA,NA
"NW_021939882.1","HK3","103764938",5,6,3,3,0,0,11,11,8,9,11,11,0.888888888888889,1,0.111111111111111,0.888888888888889,1,1
"NW_021939882.1","UIMC1","103764939",6,4,4,1,0,0,5,11,10,5,5,11,2,0.454545454545455,-3.4,4.4,0.0755974787332524,1
"NW_021939882.1","ZNF346","103764940",2,1,0,0,0,0,1,4,2,1,1,4,2,0.25,-7,8,0.464285714285714,1
"NW_021939882.1","FGFR4","103764879",2,3,1,3,0,0,5,17,3,6,5,17,0.5,0.294117647058824,-0.7,1.7,0.659505433387525,1
"NW_021939882.1","NSD1","103764941",6,8,5,5,0,0,11,24,11,13,11,24,0.846153846153846,0.458333333333333,-0.846153846153846,1.84615384615385,0.286366486795105,1
"NW_021939882.1","RAB24","103764943",1,2,0,0,0,0,0,4,1,2,0,4,0.5,0,-Inf,Inf,0.428571428571428,1
"NW_021939882.1","PRELID1","103764881",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NW_021939882.1","LOC103764944","103764944",3,6,0,0,0,0,7,13,3,6,7,13,0.5,0.538461538461538,0.0714285714285714,0.928571428571428,1,1
"NW_021939882.1","FAM193B","103764945",3,4,2,2,0,0,8,27,5,6,8,27,0.833333333333333,0.296296296296296,-1.8125,2.8125,0.247898973501915,1
"NW_021939882.1","DDX41","103764882",0,1,0,0,0,0,1,8,0,1,1,8,0,0.125,1,0,1,1
"NW_021939882.1","DOK3","103764946",0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
"NW_021939882.1","PDLIM7","103764883",1,5,0,0,0,0,0,6,1,5,0,6,0.2,0,-Inf,Inf,1,1
"NW_021939882.1","DBN1","103764947",1,0,0,1,0,0,2,6,1,1,2,6,1,0.333333333333333,-2,3,1,1
"NW_021939882.1","GRK6","103764884",0,4,0,0,0,0,1,3,0,4,1,3,0,0.333333333333333,1,0,1,1
"NW_021939882.1","SLC34A1","103764949",2,2,1,2,0,0,3,12,3,4,3,12,0.75,0.25,-2,3,0.334083872783563,1
"NW_021939882.1","RGS14","103764950",1,2,0,1,0,0,1,9,1,3,1,9,0.333333333333333,0.111111111111111,-2,3,0.505494505494505,1
"NW_021939882.1","LOC103764885","103764885",1,3,0,0,0,0,5,3,1,3,5,3,0.333333333333333,1.66666666666667,0.8,0.2,0.545454545454546,1
"NW_021939882.1","LMAN2","103764886",0,1,0,2,0,0,0,5,0,3,0,5,0,0,NA,NA,NA,NA
"NW_021939882.1","B4GALT7","103764951",0,4,0,0,0,0,0,2,0,4,0,2,0,0,NA,NA,NA,NA
"NW_021939882.1","N4BP3","103764887",4,12,0,1,0,1,2,5,4,14,2,5,0.285714285714286,0.4,0.285714285714286,0.714285714285714,1,1
"NW_021939882.1","BRD8","103764888",2,7,1,2,0,0,7,7,3,9,7,7,0.333333333333333,1,0.666666666666667,0.333333333333333,0.247516489433302,1
"NW_021939882.1","KIF20A","103764891",2,5,0,2,0,0,7,10,2,7,7,10,0.285714285714286,0.7,0.591836734693878,0.408163265306122,0.417749115872686,1
"NW_021939882.1","SFXN1","103764889",1,1,0,0,0,0,0,2,1,1,0,2,1,0,-Inf,Inf,1,1
"NW_021939882.1","DRD1","103764892",0,1,0,0,0,0,3,5,0,1,3,5,0,0.6,1,0,1,1
"NW_021939882.1","MSX2","103764953",0,0,0,0,0,0,1,3,0,0,1,3,NA,0.333333333333333,NA,NA,NA,NA
"NW_021939882.1","NSG2","103764894",0,1,0,1,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA
"NW_021939882.1","CUNH5orf47","108639872",1,1,0,0,0,0,4,1,1,1,4,1,1,4,0.75,0.25,1,1
"NW_021939882.1","CPEB4","103764895",0,2,0,2,0,0,0,4,0,4,0,4,0,0,NA,NA,NA,NA
"NW_021939882.1","BOD1","103764954",1,1,0,1,0,0,4,3,1,2,4,3,0.5,1.33333333333333,0.625,0.375,1,1
"NW_021939882.1","STC2","103764896",1,0,0,1,0,0,0,0,1,1,0,0,1,NA,NA,NA,NA,NA
"NW_021939882.1","NKX2-5","103764897",0,5,0,1,0,0,1,2,0,6,1,2,0,0.5,1,0,0.333333333333333,1
"NW_021939882.1","BNIP1","103764898",0,6,0,0,0,0,0,3,0,6,0,3,0,0,NA,NA,NA,NA
"NW_021939882.1","CREBRF","103764899",1,5,0,5,0,0,3,6,1,10,3,6,0.1,0.5,0.8,0.2,0.284829721362229,1
"NW_021939882.1","ATP6V0E1","103764955",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NW_021939882.1","RPL26L1","103764901",0,3,0,0,0,0,0,3,0,3,0,3,0,0,NA,NA,NA,NA
"NW_021939882.1","ERGIC1","103764956",1,1,0,0,0,0,1,7,1,1,1,7,1,0.142857142857143,-6,7,0.377777777777778,1
"NW_021939882.1","DUSP1","103764957",0,0,0,0,0,0,1,4,0,0,1,4,NA,0.25,NA,NA,NA,NA
"NW_021939882.1","NEURL1B","103764958",0,3,0,3,0,0,1,9,0,6,1,9,0,0.111111111111111,1,0,1,1
"NW_021939882.1","SH3PXD2B","103764960",4,6,2,1,0,0,2,5,6,7,2,5,0.857142857142857,0.4,-1.14285714285714,2.14285714285714,0.642414860681115,1
"NW_021939882.1","STK10","103764961",1,6,1,0,1,0,6,12,3,6,6,12,0.5,0.5,0,1,1,1
"NW_021939882.1","UBTD2","103764962",0,3,0,0,0,0,1,0,0,3,1,0,0,Inf,1,0,0.25,1
"NW_021939882.1","ADRB2","103764902",3,4,0,2,0,0,4,2,3,6,4,2,0.5,2,0.75,0.25,0.314685314685315,1
"NW_021939882.1","SH3TC2","103764963",13,16,4,4,0,1,11,15,17,21,11,15,0.80952380952381,0.733333333333333,-0.103896103896104,1.1038961038961,1,1
"NW_021939882.1","ABLIM3","103764964",1,9,1,2,0,0,3,10,2,11,3,10,0.181818181818182,0.3,0.393939393939394,0.606060606060606,1,1
"NW_021939882.1","AFAP1L1","103764903",5,13,0,4,0,1,2,8,5,18,2,8,0.277777777777778,0.25,-0.111111111111111,1.11111111111111,1,1
"NW_021939882.1","GRPEL2","103764965",1,2,0,1,0,0,1,4,1,3,1,4,0.333333333333333,0.25,-0.333333333333333,1.33333333333333,1,1
"NW_021939882.1","PCYOX1L","103764966",0,5,1,1,0,0,0,2,1,6,0,2,0.166666666666667,0,-Inf,Inf,1,1
"NW_021939882.1","IL17B","103764904",3,3,0,1,0,0,2,4,3,4,2,4,0.75,0.5,-0.5,1.5,1,1
"NW_021939882.1","CSNK1A1","103764905",0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
"NW_021939882.1","ARHGEF37","103764968",3,11,3,3,1,0,4,10,7,14,4,10,0.5,0.4,-0.25,1.25,1,1
"NW_021939882.1","PPARGC1B","103764969",4,11,2,3,0,1,10,11,6,15,10,11,0.4,0.909090909090909,0.56,0.44,0.340791997944932,1
"NW_021939882.1","LOC103764970","103764970",2,0,4,4,0,0,2,0,6,4,2,0,1.5,Inf,1,0,0.515151515151515,1
"NW_021939882.1","SLC26A2","103764906",7,4,0,4,0,0,5,9,7,8,5,9,0.875,0.555555555555556,-0.575,1.575,0.710381651279623,1
"NW_021939882.1","LOC103764972","103764972",2,7,5,4,0,0,15,9,7,11,15,9,0.636363636363636,1.66666666666667,0.618181818181818,0.381818181818182,0.211842115784165,1
"NW_021939882.1","HTR4","103764973",0,2,0,4,0,0,0,0,0,6,0,0,0,NA,NA,NA,NA,NA
"NW_021939882.1","FBXO38","103764907",4,9,0,2,0,0,2,8,4,11,2,8,0.363636363636364,0.25,-0.454545454545455,1.45454545454545,1,1
"NW_021939882.1","LOC103764908","103764908",0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
"NW_021939882.1","IL12B","103764910",2,4,0,2,0,0,1,3,2,6,1,3,0.333333333333333,0.333333333333333,0,1,1,1
"NW_021939882.1","ADRA1B","103764974",1,4,1,3,0,0,0,6,2,7,0,6,0.285714285714286,0,-Inf,Inf,0.485714285714286,1
"NW_021939882.1","TTC1","103764911",1,2,0,1,0,0,0,1,1,3,0,1,0.333333333333333,0,-Inf,Inf,1,1
"NW_021939882.1","PWWP2A","103764975",0,1,0,0,0,0,1,2,0,1,1,2,0,0.5,1,0,1,1
"NW_021939882.1","FABP6","103761626",0,4,0,0,0,0,2,1,0,4,2,1,0,2,1,0,0.142857142857143,1
"NW_021939882.1","C1QTNF2","103761454",0,5,0,2,0,0,0,3,0,7,0,3,0,0,NA,NA,NA,NA
"NW_021939882.1","GDF9","103761445",1,10,0,2,0,0,3,4,1,12,3,4,0.0833333333333333,0.75,0.888888888888889,0.111111111111111,0.101135190918473,1
"NW_021939882.1","LOC103761615","103761615",0,1,0,0,0,0,2,1,0,1,2,1,0,2,1,0,1,1
"NW_021939882.1","LEAP2","103761434",0,0,1,0,0,0,0,0,1,0,0,0,Inf,NA,NA,NA,NA,NA
"NW_021939882.1","AFF4","103761424",1,5,0,2,0,0,1,6,1,7,1,6,0.142857142857143,0.166666666666667,0.142857142857143,0.857142857142857,1,1
